wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.response,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form,productionTrials_s1.order
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N2 REVEAL-INTR,,,2261.236,1,SBJ-N2-REVEAL-INTR.mp4,SBJ.|N2|REVEAL,N2|OBJ.|REVEAL|JUMP|SBJ.,pif|murak|girda,murak|fer|girda|bonip|pif,pif murak girda,1,7.683,10.846,2274.359,0,11,11,11,1,SBJ-N2-REVEAL-INTR.mp4,SBJ.|N2|REVEAL,N2|OBJ.|REVEAL|JUMP|SBJ.,pif-murak girda,pif|murak|girda,murak|fer|girda|bonip|pif,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 HIDE-TR,,,2274.862,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ.|N4|HIDE|OBJ.|N5,N4|SBJ.|OBJ.|REVEAL|HIDE|PUSH|N5,pif|dabi|zsübe|fer|timó,dabi|pif|fer|girda|zsübe|vánta|timó,pif dabi zsübe fer timó,1,6.432,20.609,2298.495,0,12,12,12,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ.|N4|HIDE|OBJ.|N5,N4|SBJ.|OBJ.|REVEAL|HIDE|PUSH|N5,pif-dabi zsübe fer-timó,pif|dabi|zsübe|fer|timó,dabi|pif|fer|girda|zsübe|vánta|timó,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N1 GO-INTR,,,2299.006,1,SBJ-N1-GO-INTR.mp4,SBJ.|N1|GO,LOC.|GO|N4|SBJ.|N1,pif|pekli|kávler,pa|kávler|dabi|pif|pekli,pif pekli kávler,1,6.304,12.876,2314.357,0,13,13,13,1,SBJ-N1-GO-INTR.mp4,SBJ.|N1|GO,LOC.|GO|N4|SBJ.|N1,pif-pekli kávler,pif|pekli|kávler,pa|kávler|dabi|pif|pekli,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N3 REVEAL-TR,,,2314.862,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ.|N5|REVEAL|SBJ.|N3,HIDE|N5|SBJ.|PUSH|OBJ.|REVEAL|N3,fer|timó|girda|pif|zilép,zsübe|timó|pif|vánta|fer|girda|zilép,pif timó fer zilép girda,0,6.478,17.157,2337.359,0,14,14,14,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ.|N5|REVEAL|SBJ.|N3,HIDE|N5|SBJ.|PUSH|OBJ.|REVEAL|N3,fer-timó girda pif-zilép,fer|timó|girda|pif|zilép,zsübe|timó|pif|vánta|fer|girda|zilép,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N3 JUMP-INTR,,,2337.871,1,SBJ-N3-JUMP-INTR.mp4,JUMP|SBJ.|N3,JUMP|N1|N5|SBJ.|N3,bonip|pif|zilép,bonip|pekli|timó|pif|zilép,pif bonip zilép,0,6.35,10.768,2351.553,0,15,15,15,1,SBJ-N3-JUMP-INTR.mp4,JUMP|SBJ.|N3,JUMP|N1|N5|SBJ.|N3,bonip pif-zilép,bonip|pif|zilép,bonip|pekli|timó|pif|zilép,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N4 HIDE-INTR,,,2352.056,1,SBJ-N4-HIDE-INTR.mp4,HIDE|SBJ.|N4,GO|SBJ.|N5|HIDE|N4,zsübe|pif|dabi,kávler|pif|timó|zsübe|dabi,pif dabi zsübe,1,7.817,10.088,2364.259,0,16,16,16,1,SBJ-N4-HIDE-INTR.mp4,HIDE|SBJ.|N4,GO|SBJ.|N5|HIDE|N4,zsübe pif-dabi,zsübe|pif|dabi,kávler|pif|timó|zsübe|dabi,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N2 PUSH-TR,,,2364.765,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ.|N2|OBJ.|N5|PUSH,N3|PUSH|N2|N1|OBJ.|N5|SBJ.,pif|murak|fer|timó|vánta,zilép|vánta|murak|pekli|fer|timó|pif,pif murak fer timó vánta,1,14.238,26.693,2393.82,0,17,17,17,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ.|N2|OBJ.|N5|PUSH,N3|PUSH|N2|N1|OBJ.|N5|SBJ.,pif-murak fer-timó vánta,pif|murak|fer|timó|vánta,zilép|vánta|murak|pekli|fer|timó|pif,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N5 REVEAL-INTR,,,2394.321,1,SBJ-N5-REVEAL-INTR.mp4,SBJ.|N5|REVEAL,HIDE|GO|N5|REVEAL|SBJ.,pif|timó|girda,zsübe|kávler|timó|girda|pif,pif timó girda,1,7.585,11.418,2411.495,0,18,18,18,1,SBJ-N5-REVEAL-INTR.mp4,SBJ.|N5|REVEAL,HIDE|GO|N5|REVEAL|SBJ.,pif-timó girda,pif|timó|girda,zsübe|kávler|timó|girda|pif,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N3 HIDE-INTR,,,2412.003,1,SBJ-N3-HIDE-INTR.mp4,SBJ.|N3|HIDE,N3|HIDE|Aa|GO|SBJ.,pif|zilép|zsübe,zilép|zsübe|gyék|kávler|pif,pif zilép zsübe,1,30.588,42.352,2457.821,0,19,19,19,1,SBJ-N3-HIDE-INTR.mp4,SBJ.|N3|HIDE,N3|HIDE|Aa|GO|SBJ.,pif-zilép zsübe,pif|zilép|zsübe,zilép|zsübe|gyék|kávler|pif,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N2 PUSH-TR,,,2458.324,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ.|N2|OBJ.|N5|PUSH,N2|LOC.|JUMP|PUSH|N5|SBJ.|OBJ.,pif|murak|fer|timó|vánta,murak|pa|bonip|vánta|timó|pif|fer,pif murak fer timó vánta,1,5.462,10.69,2471.94,0,20,20,20,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ.|N2|OBJ.|N5|PUSH,N2|LOC.|JUMP|PUSH|N5|SBJ.|OBJ.,pif-murak fer-timó vánta,pif|murak|fer|timó|vánta,murak|pa|bonip|vánta|timó|pif|fer,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N1 PUSH-TR,,,2472.441,1,OBJ-N5-SBJ-N1-PUSH-TR.mp4,SBJ.|N1|OBJ.|N5|PUSH,N5|PUSH|OBJ.|LOC.|HIDE|SBJ.|N1,pif|pekli|fer|timó|vánta,timó|vánta|fer|pa|zsübe|pif|pekli,pif pekli fer timó vánta,1,5.245,9.951,2484.98,0,21,21,21,1,OBJ-N5-SBJ-N1-PUSH-TR.mp4,SBJ.|N1|OBJ.|N5|PUSH,N5|PUSH|OBJ.|LOC.|HIDE|SBJ.|N1,pif-pekli fer-timó vánta,pif|pekli|fer|timó|vánta,timó|vánta|fer|pa|zsübe|pif|pekli,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N2 HIDE-TR LOC.N3,,,2485.484,1,OBJ-N5-SBJ-N2-HIDE-TR-LOC-N3.mp4,HIDE|OBJ.|N5|LOC.|N3|SBJ.|N2,LOC.|N2|REVEAL|N5|HIDE|SBJ.|N4|OBJ.|N3,zsübe|fer|timó|pa|zilép|pif|murak,pa|murak|girda|timó|zsübe|pif|dabi|fer|zilép,pif murak fer timó zsübe,0,10.088,22.839,2513.004,0,22,22,22,1,OBJ-N5-SBJ-N2-HIDE-TR-LOC-N3.mp4,HIDE|OBJ.|N5|LOC.|N3|SBJ.|N2,LOC.|N2|REVEAL|N5|HIDE|SBJ.|N4|OBJ.|N3,zsübe fer-timó pa-zilép pif-murak,zsübe|fer|timó|pa|zilép|pif|murak,pa|murak|girda|timó|zsübe|pif|dabi|fer|zilép,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N4 REVEAL-INTR LOC.N3,,,2513.507,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ.|N4|REVEAL|LOC.|N3,LOC.|N3|GO|N4|Ab|REVEAL|SBJ.,pif|dabi|girda|pa|zilép,pa|zilép|kávler|dabi|zsot|girda|pif,pa zilép pif dabi girda,1,6.993,26.346,2542.408,0,23,23,23,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ.|N4|REVEAL|LOC.|N3,LOC.|N3|GO|N4|Ab|REVEAL|SBJ.,pif-dabi girda pa-zilép,pif|dabi|girda|pa|zilép,pa|zilép|kávler|dabi|zsot|girda|pif,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N4 REVEAL-INTR LOC.N3,,,2542.914,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ.|N4|REVEAL|LOC.|N3,REVEAL|N4|N3|LOC.|SBJ.|Ab|N1,pif|dabi|girda|pa|zilép,girda|dabi|zilép|pa|pif|zsot|pekli,pif zilép pa dabi girda,0,6.155,11.769,2565.046,0,24,24,24,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ.|N4|REVEAL|LOC.|N3,REVEAL|N4|N3|LOC.|SBJ.|Ab|N1,pif-dabi girda pa-zilép,pif|dabi|girda|pa|zilép,girda|dabi|zilép|pa|pif|zsot|pekli,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N1 PUSH-TR LOC.N2,,,2565.554,1,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp4,OBJ.|N5|PUSH|SBJ.|N1|LOC.|N2,PUSH|N1|N5|LOC.|N2|N3|SBJ.|GO|OBJ.,fer|timó|vánta|pif|pekli|pa|murak,vánta|pekli|timó|pa|murak|zilép|pif|kávler|fer,pa murak fer pekli vánta,0,8.11,27.717,2595.383,0,25,25,25,1,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp4,OBJ.|N5|PUSH|SBJ.|N1|LOC.|N2,PUSH|N1|N5|LOC.|N2|N3|SBJ.|GO|OBJ.,fer-timó vánta pif-pekli pa-murak,fer|timó|vánta|pif|pekli|pa|murak,vánta|pekli|timó|pa|murak|zilép|pif|kávler|fer,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N1 REVEAL-TR LOC.N3,,,2595.896,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N3.mp4,SBJ.|N1|LOC.|N3|OBJ.|N5|REVEAL,N3|SBJ.|JUMP|OBJ.|N5|REVEAL|HIDE|LOC.|N1,pif|pekli|pa|zilép|fer|timó|girda,zilép|pif|bonip|fer|timó|girda|zsübe|pa|pekli,pa pekli fer timó girda,0,11.51,21.135,2621.562,0,26,26,26,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N3.mp4,SBJ.|N1|LOC.|N3|OBJ.|N5|REVEAL,N3|SBJ.|JUMP|OBJ.|N5|REVEAL|HIDE|LOC.|N1,pif-pekli pa-zilép fer-timó girda,pif|pekli|pa|zilép|fer|timó|girda,zilép|pif|bonip|fer|timó|girda|zsübe|pa|pekli,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N1 REVEAL-INTR LOC.N5,,,2622.065,1,SBJ-N1-REVEAL-INTR-LOC-N5.mp4,REVEAL|SBJ.|N1|LOC.|N5,N1|SBJ.|N5|N2|LOC.|Ab|REVEAL,girda|pif|pekli|pa|timó,pekli|pif|timó|murak|pa|zsot|girda,pa timó pif pekli girda,1,10.398,18.126,2643.199,0,27,27,27,1,SBJ-N1-REVEAL-INTR-LOC-N5.mp4,REVEAL|SBJ.|N1|LOC.|N5,N1|SBJ.|N5|N2|LOC.|Ab|REVEAL,girda pif-pekli pa-timó,girda|pif|pekli|pa|timó,pekli|pif|timó|murak|pa|zsot|girda,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N2 PUSH-TR LOC.N3,,,2643.702,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N3.mp4,LOC.|N3|SBJ.|N2|OBJ.|N5|PUSH,N2|N3|PUSH|N5|SBJ.|N1|OBJ.|REVEAL|LOC.,pa|zilép|pif|murak|fer|timó|vánta,murak|zilép|vánta|timó|pif|pekli|fer|girda|pa,pif murak pa pekli fer timó vánta,0,6.056,26.707,2674.642,0,28,28,28,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N3.mp4,LOC.|N3|SBJ.|N2|OBJ.|N5|PUSH,N2|N3|PUSH|N5|SBJ.|N1|OBJ.|REVEAL|LOC.,pa-zilép pif-murak fer-timó vánta,pa|zilép|pif|murak|fer|timó|vánta,murak|zilép|vánta|timó|pif|pekli|fer|girda|pa,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N1 HIDE-TR LOC.N2,,,2675.152,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ.|N1|LOC.|N2|HIDE|OBJ.|N5,HIDE|N2|LOC.|OBJ.|N3|N5|N1|Ab|SBJ.,pif|pekli|pa|murak|zsübe|fer|timó,zsübe|murak|pa|fer|zilép|timó|pekli|zsot|pif,pif pekli timó fer zsübe,0,6.354,15.5,2694.003,0,29,29,29,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ.|N1|LOC.|N2|HIDE|OBJ.|N5,HIDE|N2|LOC.|OBJ.|N3|N5|N1|Ab|SBJ.,pif-pekli pa-murak zsübe fer-timó,pif|pekli|pa|murak|zsübe|fer|timó,zsübe|murak|pa|fer|zilép|timó|pekli|zsot|pif,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N2 PUSH-TR LOC.N4,,,2694.505,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,SBJ.|N2|LOC.|N4|OBJ.|N5|PUSH,LOC.|N2|OBJ.|PUSH|HIDE|SBJ.|Ab|N4|N5,pif|murak|pa|dabi|fer|timó|vánta,pa|murak|fer|vánta|zsübe|pif|zsot|dabi|timó,pif murak fer timó pa dabi vánta,1,15.061,82.981,2780.896,0,30,30,30,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,SBJ.|N2|LOC.|N4|OBJ.|N5|PUSH,LOC.|N2|OBJ.|PUSH|HIDE|SBJ.|Ab|N4|N5,pif-murak pa-dabi fer-timó vánta,pif|murak|pa|dabi|fer|timó|vánta,pa|murak|fer|vánta|zsübe|pif|zsot|dabi|timó,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N3 REVEAL-TR,,,2781.397,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ.|N5|REVEAL|SBJ.|N3,N5|GO|OBJ.|N3|Ab|SBJ.|REVEAL,fer|timó|girda|pif|zilép,timó|kávler|fer|zilép|zsot|pif|girda,pif timó fer girda zilép,0,12.749,45.487,2829.146,0,31,31,31,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ.|N5|REVEAL|SBJ.|N3,N5|GO|OBJ.|N3|Ab|SBJ.|REVEAL,fer-timó girda pif-zilép,fer|timó|girda|pif|zilép,timó|kávler|fer|zilép|zsot|pif|girda,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N3 HIDE-TR LOC.N4,,,2829.653,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ.|N5|SBJ.|N3|HIDE|LOC.|N4,N5|OBJ.|HIDE|REVEAL|SBJ.|GO|LOC.|N4|N3,fer|timó|pif|zilép|zsübe|pa|dabi,timó|fer|zsübe|girda|pif|kávler|pa|dabi|zilép,,,,,,0,32,32,32,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ.|N5|SBJ.|N3|HIDE|LOC.|N4,N5|OBJ.|HIDE|REVEAL|SBJ.|GO|LOC.|N4|N3,fer-timó pif-zilép zsübe pa-dabi,fer|timó|pif|zilép|zsübe|pa|dabi,timó|fer|zsübe|girda|pif|kávler|pa|dabi|zilép,41
