trial_index,subtask,session,loop,trial_id_global,category,sentence,sentence_morph,sentence_form,sentence_frame,foil_sentence,foil_sentence_morph,foil_sentence_frame,foil_type,chunk_frequency_type,gj_grammatical,gj_error_type,held_out_probe_type,held_out_probe_instance,held_out_probe_instance_morph,correct_words,correct_words_form,distractor_words,all_words,all_words_form,previous_encounters,trial_type,audio_1,audio_2,video_1,video_2
42,production,2,1,168,target,Ab OBJ.N5 SBJ.N2 HIDE-TR,SBJ.N2 Ab OBJ.N5 HIDE-TR,pif-murak zsot fer-timó zsübe,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N2|Ab|OBJ.|N5|HIDE,pif|murak|zsot|fer|timó|zsübe,GO|N1,N5|OBJ.|Ab|SBJ.|N1|HIDE|GO|N2,timó|fer|zsot|pif|pekli|zsübe|kávler|murak,,production,,,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp4,
1,chunk,2,1,169,seen_low_freq,JUMP N5,PUSH LOC,vánta pa,,,,,,seen_low_freq,,,,,,,,,,,1,chunk,PUSH-LOC.mp3,,,
2,chunk,2,1,170,illegal,N4 N4,N5 N5,timó timó,,,,,,illegal,,,,,,,,,,,0,chunk,N5-N5.mp3,,,
3,chunk,2,1,171,seen_high_freq,REVEAL N4,HIDE LOC,zsübe pa,,,,,,seen_high_freq,,,,,,,,,,,6,chunk,HIDE-LOC.mp3,,,
4,chunk,2,1,172,unseen_legal,N2 N3,LOC Aa,pa gyék,,,,,,unseen_legal,,,,,,,,,,,0,chunk,LOC-Aa.mp3,,,
5,chunk,2,1,173,seen_low_freq,HIDE N1,N2 GO,murak kávler,,,,,,seen_low_freq,,,,,,,,,,,2,chunk,N2-GO.mp3,,,
6,chunk,2,1,174,seen_low_freq,N1 JUMP,N4 SBJ,dabi pif,,,,,,seen_low_freq,,,,,,,,,,,3,chunk,N4-SBJ.mp3,,,
7,chunk,2,1,175,unseen_legal,N4 Aa,REVEAL Ab,girda zsot,,,,,,unseen_legal,,,,,,,,,,,0,chunk,REVEAL-Ab.mp3,,,
8,chunk,2,1,176,illegal,N1 N1,N3 N3,zilép zilép,,,,,,illegal,,,,,,,,,,,0,chunk,N3-N3.mp3,,,
9,chunk,2,1,177,unseen_legal,N4 N2,SBJ JUMP,pif bonip,,,,,,unseen_legal,,,,,,,,,,,0,chunk,SBJ-JUMP.mp3,,,
10,chunk,2,1,178,seen_high_freq,N1 GO,N2 SBJ,murak pif,,,,,,seen_high_freq,,,,,,,,,,,4,chunk,N2-SBJ.mp3,,,
11,chunk,2,1,179,seen_high_freq,N5 N3,LOC N2,pa-murak,,,,,,seen_high_freq,,,,,,,,,,,18,chunk,LOC-N2.mp3,,,
12,chunk,2,1,180,seen_high_freq,N2 HIDE,JUMP SBJ,bonip pif,,,,,,seen_high_freq,,,,,,,,,,,8,chunk,JUMP-SBJ.mp3,,,
13,chunk,2,1,181,seen_low_freq,GO N4,Aa SBJ,gyék pif,,,,,,seen_low_freq,,,,,,,,,,,2,chunk,Aa-SBJ.mp3,,,
14,chunk,2,1,182,seen_high_freq,REVEAL N3,N2 LOC,murak pa,,,,,,seen_high_freq,,,,,,,,,,,7,chunk,N2-LOC.mp3,,,
15,chunk,2,1,183,illegal,HIDE JUMP,N5 N5,timó timó,,,,,,illegal,,,,,,,,,,,0,chunk,N5-N5.mp3,,,
16,chunk,2,1,184,unseen_legal,N4 N5,LOC GO,pa kávler,,,,,,unseen_legal,,,,,,,,,,,0,chunk,LOC-GO.mp3,,,
17,chunk,2,1,185,illegal,PUSH PUSH,N5 N5,timó timó,,,,,,illegal,,,,,,,,,,,0,chunk,N5-N5.mp3,,,
18,chunk,2,1,186,illegal,GO PUSH,N3 N3,zilép zilép,,,,,,illegal,,,,,,,,,,,0,chunk,N3-N3.mp3,,,
19,chunk,2,1,187,unseen_legal,N1 N2,N1 N5,pekli timó,,,,,,unseen_legal,,,,,,,,,,,0,chunk,N1-N5.mp3,,,
20,chunk,2,1,188,seen_low_freq,N5 Ab,N4 LOC,dabi pa,,,,,,seen_low_freq,,,,,,,,,,,3,chunk,N4-LOC.mp3,,,
1,gj,2,1,189,grammatical,SBJ.N3 JUMP-INTR,JUMP-INTR SBJ.N3,bonip pif-zilép,SBJ-V.INTR,,,,,,grammatical,,,,,,,,,,6,gj,JUMP-INTR-SBJ-N3.mp3,,,
2,gj,2,1,190,grammatical,OBJ.N5 Ab SBJ.N1 PUSH-TR,PUSH-TR Ab SBJ.N1 OBJ.N5,vánta zsot pif-pekli fer-timó,OBJ-SBJ-V.TR,,,,,,grammatical,,,,,,,,,,1,gj,PUSH-TR-Ab-SBJ-N1-OBJ-N5.mp3,,,
3,gj,2,1,191,grammatical,SBJ.N4 REVEAL-INTR LOC.N3,SBJ.N4 REVEAL-INTR LOC.N3,pif-dabi girda pa-zilép,SBJ-V.INTR-LOC,,,,,,grammatical,,,,,,,,,,4,gj,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,,,
4,gj,2,1,192,grammatical,OBJ.N5 SBJ.N3 HIDE-TR LOC.N4,OBJ.N5 SBJ.N3 HIDE-TR LOC.N4,fer-timó pif-zilép zsübe pa-dabi,OBJ-SBJ-V.TR-LOC,,,,,,grammatical,,,,,,,,,,2,gj,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,,,
5,gj,2,1,193,grammatical,OBJ.N5 SBJ.N4 PUSH-TR,SBJ.N4 OBJ.N5 PUSH-TR,pif-dabi fer-timó vánta,OBJ-SBJ-V.TR,,,,,,grammatical,,,,,,,,,,5,gj,SBJ-N4-OBJ-N5-PUSH-TR.mp3,,,
6,gj,2,1,194,grammatical,Ab SBJ.N4 JUMP-INTR,Ab SBJ.N4 JUMP-INTR,zsot pif-dabi bonip,SBJ-V.INTR,,,,,,grammatical,,V-frame-jump-V.INTR,Ab SBJ.N4 JUMP-INTR,Ab SBJ.N4 JUMP-INTR,,,,,,0,gj,Ab-SBJ-N4-JUMP-INTR.mp3,,,
7,gj,2,1,195,grammatical,OBJ.N4 Ab SBJ.N2 PUSH-TR,Ab SBJ.N2 OBJ.N4 PUSH-TR,zsot pif-murak fer-dabi vánta,OBJ-SBJ-V.TR,,,,,,grammatical,,sent-frame-OBJ-SUBJ-V.TR,OBJ.N4 Ab SBJ.N2 PUSH-TR,Ab SBJ.N2 OBJ.N4 PUSH-TR,,,,,,0,gj,Ab-SBJ-N2-OBJ-N4-PUSH-TR.mp3,,,
8,gj,2,1,196,grammatical,Ab SBJ.N2 GO-INTR,Ab SBJ.N2 GO-INTR,zsot pif-murak kávler,SBJ-V.INTR,,,,,,grammatical,,sent-frame-SUBJ-V.INTR,Ab SBJ.N2 GO-INTR,Ab SBJ.N2 GO-INTR,,,,,,0,gj,Ab-SBJ-N2-GO-INTR.mp3,,,
9,gj,2,1,197,grammatical,OBJ.N2 Aa SBJ.N3 PUSH-TR,PUSH-TR OBJ.N2 Aa SBJ.N3,vánta fer-murak gyék pif-zilép,OBJ-SBJ-V.TR,,,,,,grammatical,,sent-frame-OBJ-SUBJ-V.TR,OBJ.N2 Aa SBJ.N3 PUSH-TR,PUSH-TR OBJ.N2 Aa SBJ.N3,,,,,,0,gj,PUSH-TR-OBJ-N2-Aa-SBJ-N3.mp3,,,
10,gj,2,1,198,grammatical,Ab SBJ.N5 JUMP-INTR,Ab SBJ.N5 JUMP-INTR,zsot pif-timó bonip,SBJ-V.INTR,,,,,,grammatical,,sent-frame-SUBJ-V.INTR,Ab SBJ.N5 JUMP-INTR,Ab SBJ.N5 JUMP-INTR,,,,,,0,gj,Ab-SBJ-N5-JUMP-INTR.mp3,,,
11,gj,2,1,199,ungrammatical,OBJ.N1 SBJ.N3 JUMP-INTR,OBJ.N1 JUMP-INTR SBJ.N3,fer-pekli bonip pif-zilép,SBJ-V.INTR,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,OBJ-N1-JUMP-INTR-SBJ-N3.mp3,,,
12,gj,2,1,200,ungrammatical,Ab SBJ.N1 PUSH-TR,PUSH-TR Ab SBJ.N1,vánta zsot pif-pekli,OBJ-SBJ-V.TR,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,PUSH-TR-Ab-SBJ-N1.mp3,,,
13,gj,2,1,201,ungrammatical,SBJ.N4 REVEAL-INTR LOC.N3 LOC.N1,SBJ.N4 REVEAL-INTR LOC.N3 LOC.N1,pif-dabi girda pa-zilép pa-pekli,SBJ-V.INTR-LOC,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,SBJ-N4-REVEAL-INTR-LOC-N3-LOC-N1.mp3,,,
14,gj,2,1,202,ungrammatical,HIDE-TR LOC.N4,HIDE-TR LOC.N4,zsübe pa-dabi,OBJ-SBJ-V.TR-LOC,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,HIDE-TR-LOC-N4.mp3,,,
15,gj,2,1,203,ungrammatical,SBJ.N4 PUSH-TR,SBJ.N4 PUSH-TR,pif-dabi vánta,OBJ-SBJ-V.TR,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,SBJ-N4-PUSH-TR.mp3,,,
16,gj,2,1,204,ungrammatical,OBJ.N1 SBJ.N4 Ab JUMP-INTR,OBJ.N1 SBJ.N4 Ab JUMP-INTR,fer-pekli pif-dabi zsot bonip,SBJ-V.INTR,,,,,,ungrammatical,verb_frame_and_NP_structure,V-frame-jump-V.INTR,Ab SBJ.N4 JUMP-INTR,Ab SBJ.N4 JUMP-INTR,,,,,,,gj,OBJ-N1-SBJ-N4-Ab-JUMP-INTR.mp3,,,
17,gj,2,1,205,ungrammatical,SBJ.N2 Ab PUSH-TR,SBJ.N2 Ab PUSH-TR,pif-murak zsot vánta,OBJ-SBJ-V.TR,,,,,,ungrammatical,verb_frame_and_NP_structure,sent-frame-OBJ-SUBJ-V.TR,OBJ.N4 Ab SBJ.N2 PUSH-TR,Ab SBJ.N2 OBJ.N4 PUSH-TR,,,,,,,gj,SBJ-N2-Ab-PUSH-TR.mp3,,,
18,gj,2,1,206,ungrammatical,OBJ.N1 SBJ.N2 Ab GO-INTR,OBJ.N1 SBJ.N2 Ab GO-INTR,fer-pekli pif-murak zsot kávler,SBJ-V.INTR,,,,,,ungrammatical,verb_frame_and_NP_structure,sent-frame-SUBJ-V.INTR,Ab SBJ.N2 GO-INTR,Ab SBJ.N2 GO-INTR,,,,,,,gj,OBJ-N1-SBJ-N2-Ab-GO-INTR.mp3,,,
19,gj,2,1,207,ungrammatical,SBJ.N3 Aa PUSH-TR,SBJ.N3 Aa PUSH-TR,pif-zilép gyék vánta,OBJ-SBJ-V.TR,,,,,,ungrammatical,verb_frame_and_NP_structure,sent-frame-OBJ-SUBJ-V.TR,OBJ.N2 Aa SBJ.N3 PUSH-TR,PUSH-TR OBJ.N2 Aa SBJ.N3,,,,,,,gj,SBJ-N3-Aa-PUSH-TR.mp3,,,
20,gj,2,1,208,ungrammatical,OBJ.N1 SBJ.N5 Ab JUMP-INTR,OBJ.N1 SBJ.N5 Ab JUMP-INTR,fer-pekli pif-timó zsot bonip,SBJ-V.INTR,,,,,,ungrammatical,verb_frame_and_NP_structure,sent-frame-SUBJ-V.INTR,Ab SBJ.N5 JUMP-INTR,Ab SBJ.N5 JUMP-INTR,,,,,,,gj,OBJ-N1-SBJ-N5-Ab-JUMP-INTR.mp3,,,
1,passive,2,2,209,target,OBJ.N5 SBJ.N4 PUSH-TR LOC.N1,LOC.N1 OBJ.N5 SBJ.N4 PUSH-TR,pa-pekli fer-timó pif-dabi vánta,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,LOC-N1-OBJ-N5-SBJ-N4-PUSH-TR.mp3,,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N1.mp4,
2,passive,2,2,210,target,SBJ.N3 REVEAL-INTR LOC.N2,LOC.N2 REVEAL-INTR SBJ.N3,pa-murak girda pif-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,LOC-N2-REVEAL-INTR-SBJ-N3.mp3,,SBJ-N3-REVEAL-INTR-LOC-N2.mp4,
3,passive,2,2,211,target,OBJ.N5 SBJ.N4 REVEAL-TR LOC.N1,OBJ.N5 LOC.N1 REVEAL-TR SBJ.N4,fer-timó pa-pekli girda pif-dabi,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,
4,passive,2,2,212,target,SBJ.N5 REVEAL-INTR LOC.N3,SBJ.N5 REVEAL-INTR LOC.N3,pif-timó girda pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,
5,passive,2,2,213,target,Ab SBJ.N1 GO-INTR,GO-INTR Ab SBJ.N1,kávler zsot pif-pekli,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,GO-INTR-Ab-SBJ-N1.mp3,,Ab-SBJ-N1-GO-INTR.mp4,
6,passive,2,2,214,target,Ab OBJ.N5 SBJ.N2 HIDE-TR,SBJ.N2 Ab OBJ.N5 HIDE-TR,pif-murak zsot fer-timó zsübe,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,SBJ-N2-Ab-OBJ-N5-HIDE-TR.mp3,,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp4,
7,passive,2,2,215,target,Ab SBJ.N3 HIDE-INTR,Ab SBJ.N3 HIDE-INTR,zsot pif-zilép zsübe,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,Ab-SBJ-N3-HIDE-INTR.mp3,,Ab-SBJ-N3-HIDE-INTR.mp4,
8,passive,2,2,216,target,OBJ.N5 SBJ.N4 PUSH-TR LOC.N1,LOC.N1 OBJ.N5 SBJ.N4 PUSH-TR,pa-pekli fer-timó pif-dabi vánta,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,LOC-N1-OBJ-N5-SBJ-N4-PUSH-TR.mp3,,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N1.mp4,
9,passive,2,2,217,target,OBJ.N5 SBJ.N4 REVEAL-TR,REVEAL-TR OBJ.N5 SBJ.N4,girda fer-timó pif-dabi,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,REVEAL-TR-OBJ-N5-SBJ-N4.mp3,,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,
10,passive,2,2,218,target,SBJ.N5 REVEAL-INTR LOC.N4,SBJ.N5 LOC.N4 REVEAL-INTR,pif-timó pa-dabi girda,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,SBJ-N5-LOC-N4-REVEAL-INTR.mp3,,SBJ-N5-REVEAL-INTR-LOC-N4.mp4,
11,passive,2,2,219,target,SBJ.N5 GO-INTR,GO-INTR SBJ.N5,kávler pif-timó,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,GO-INTR-SBJ-N5.mp3,,SBJ-N5-GO-INTR.mp4,
12,passive,2,2,220,target,OBJ.N5 SBJ.N3 HIDE-TR,OBJ.N5 HIDE-TR SBJ.N3,fer-timó zsübe pif-zilép,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,OBJ-N5-HIDE-TR-SBJ-N3.mp3,,OBJ-N5-SBJ-N3-HIDE-TR.mp4,
13,passive,2,2,221,target,OBJ.N5 SBJ.N4 HIDE-TR LOC.N1,LOC.N1 OBJ.N5 SBJ.N4 HIDE-TR,pa-pekli fer-timó pif-dabi zsübe,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,LOC-N1-OBJ-N5-SBJ-N4-HIDE-TR.mp3,,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,
14,passive,2,2,222,target,OBJ.N5 SBJ.N3 PUSH-TR LOC.N1,PUSH-TR LOC.N1 OBJ.N5 SBJ.N3,vánta pa-pekli fer-timó pif-zilép,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,PUSH-TR-LOC-N1-OBJ-N5-SBJ-N3.mp3,,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,
15,passive,2,2,223,target,OBJ.N5 Ab SBJ.N2 REVEAL-TR,OBJ.N5 Ab SBJ.N2 REVEAL-TR,fer-timó zsot pif-murak girda,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp3,,OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp4,
16,passive,2,2,224,target,SBJ.N4 JUMP-INTR,JUMP-INTR SBJ.N4,bonip pif-dabi,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,JUMP-INTR-SBJ-N4.mp3,,SBJ-N4-JUMP-INTR.mp4,
17,passive,2,2,225,target,Ab SBJ.N4 JUMP-INTR,Ab SBJ.N4 JUMP-INTR,zsot pif-dabi bonip,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,Ab-SBJ-N4-JUMP-INTR.mp3,,Ab-SBJ-N4-JUMP-INTR.mp4,
18,passive,2,2,226,target,SBJ.N4 GO-INTR LOC.N1,GO-INTR LOC.N1 SBJ.N4,kávler pa-pekli pif-dabi,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,GO-INTR-LOC-N1-SBJ-N4.mp3,,SBJ-N4-GO-INTR-LOC-N1.mp4,
19,passive,2,2,227,target,SBJ.N3 HIDE-INTR LOC.N5,HIDE-INTR LOC.N5 SBJ.N3,zsübe pa-timó pif-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,HIDE-INTR-LOC-N5-SBJ-N3.mp3,,SBJ-N3-HIDE-INTR-LOC-N5.mp4,
20,passive,2,2,228,target,SBJ.N1 JUMP-INTR LOC.N2,SBJ.N1 JUMP-INTR LOC.N2,pif-pekli bonip pa-murak,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,SBJ-N1-JUMP-INTR-LOC-N2.mp3,,SBJ-N1-JUMP-INTR-LOC-N2.mp4,
21,passive,2,2,229,target,OBJ.N5 Ab SBJ.N4 REVEAL-TR,OBJ.N5 Ab SBJ.N4 REVEAL-TR,fer-timó zsot pif-dabi girda,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,
22,passive,2,2,230,target,OBJ.N5 SBJ.N3 HIDE-TR LOC.N2,HIDE-TR OBJ.N5 LOC.N2 SBJ.N3,zsübe fer-timó pa-murak pif-zilép,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,HIDE-TR-OBJ-N5-LOC-N2-SBJ-N3.mp3,,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N2.mp4,
23,passive,2,2,231,target,Ab SBJ.N5 REVEAL-INTR Ab LOC.N4,REVEAL-INTR Ab LOC.N4 Ab SBJ.N5,girda zsot pa-dabi zsot pif-timó,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,REVEAL-INTR-Ab-LOC-N4-Ab-SBJ-N5.mp3,,Ab-SBJ-N5-REVEAL-INTR-Ab-LOC-N4.mp4,
24,passive,2,2,232,target,OBJ.N5 Ab SBJ.N4 PUSH-TR Ab LOC.N2,PUSH-TR Ab SBJ.N4 Ab LOC.N2 OBJ.N5,vánta zsot pif-dabi zsot pa-murak fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,PUSH-TR-Ab-SBJ-N4-Ab-LOC-N2-OBJ-N5.mp3,,OBJ-N5-Ab-SBJ-N4-PUSH-TR-Ab-LOC-N2.mp4,
25,passive,2,2,233,target,OBJ.N5 Ab SBJ.N2 REVEAL-TR LOC.N4,OBJ.N5 Ab SBJ.N2 LOC.N4 REVEAL-TR,fer-timó zsot pif-murak pa-dabi girda,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,OBJ-N5-Ab-SBJ-N2-LOC-N4-REVEAL-TR.mp3,,OBJ-N5-Ab-SBJ-N2-REVEAL-TR-LOC-N4.mp4,
26,passive,2,2,234,target,SBJ.N5 REVEAL-INTR LOC.N3,SBJ.N5 REVEAL-INTR LOC.N3,pif-timó girda pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,
27,passive,2,2,235,target,OBJ.N5 SBJ.N1 PUSH-TR,SBJ.N1 OBJ.N5 PUSH-TR,pif-pekli fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,SBJ-N1-OBJ-N5-PUSH-TR.mp3,,OBJ-N5-SBJ-N1-PUSH-TR.mp4,
28,passive,2,2,236,target,SBJ.N1 GO-INTR,SBJ.N1 GO-INTR,pif-pekli kávler,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,SBJ-N1-GO-INTR.mp3,,SBJ-N1-GO-INTR.mp4,
29,passive,2,2,237,target,OBJ.N5 SBJ.N1 REVEAL-TR LOC.N2,SBJ.N1 LOC.N2 REVEAL-TR OBJ.N5,pif-pekli pa-murak girda fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,SBJ-N1-LOC-N2-REVEAL-TR-OBJ-N5.mp3,,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,
30,passive,2,2,238,target,Ab SBJ.N4 REVEAL-INTR Ab LOC.N5,Ab SBJ.N4 REVEAL-INTR Ab LOC.N5,zsot pif-dabi girda zsot pa-timó,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,Ab-SBJ-N4-REVEAL-INTR-Ab-LOC-N5.mp3,,Ab-SBJ-N4-REVEAL-INTR-Ab-LOC-N5.mp4,
31,passive,2,2,239,target,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N1,Ab LOC.N1 SBJ.N4 OBJ.N5 HIDE-TR,zsot pa-pekli pif-dabi fer-timó zsübe,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,Ab-LOC-N1-SBJ-N4-OBJ-N5-HIDE-TR.mp3,,OBJ-N5-SBJ-N4-HIDE-TR-Ab-LOC-N1.mp4,
32,passive,2,2,240,target,OBJ.N5 Ab SBJ.N2 REVEAL-TR,OBJ.N5 Ab SBJ.N2 REVEAL-TR,fer-timó zsot pif-murak girda,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp3,,OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp4,
33,passive,2,2,241,target,Ab SBJ.N1 HIDE-INTR,Ab SBJ.N1 HIDE-INTR,zsot pif-pekli zsübe,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,Ab-SBJ-N1-HIDE-INTR.mp3,,Ab-SBJ-N1-HIDE-INTR.mp4,
34,passive,2,2,242,target,OBJ.N5 SBJ.N4 HIDE-TR LOC.N2,OBJ.N5 HIDE-TR LOC.N2 SBJ.N4,fer-timó zsübe pa-murak pif-dabi,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,OBJ-N5-HIDE-TR-LOC-N2-SBJ-N4.mp3,,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,
35,passive,2,2,243,target,SBJ.N4 JUMP-INTR,JUMP-INTR SBJ.N4,bonip pif-dabi,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,JUMP-INTR-SBJ-N4.mp3,,SBJ-N4-JUMP-INTR.mp4,
36,passive,2,2,244,target,OBJ.N5 SBJ.N1 PUSH-TR,SBJ.N1 OBJ.N5 PUSH-TR,pif-pekli fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,SBJ-N1-OBJ-N5-PUSH-TR.mp3,,OBJ-N5-SBJ-N1-PUSH-TR.mp4,
37,passive,2,2,245,target,Ab SBJ.N4 GO-INTR,GO-INTR Ab SBJ.N4,kávler zsot pif-dabi,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,GO-INTR-Ab-SBJ-N4.mp3,,Ab-SBJ-N4-GO-INTR.mp4,
38,passive,2,2,246,target,Ab SBJ.N2 HIDE-INTR LOC.N1,LOC.N1 Ab SBJ.N2 HIDE-INTR,pa-pekli zsot pif-murak zsübe,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,LOC-N1-Ab-SBJ-N2-HIDE-INTR.mp3,,Ab-SBJ-N2-HIDE-INTR-LOC-N1.mp4,
39,passive,2,2,247,target,Ab SBJ.N3 JUMP-INTR Ab LOC.N4,JUMP-INTR Ab SBJ.N3 Ab LOC.N4,bonip zsot pif-zilép zsot pa-dabi,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,JUMP-INTR-Ab-SBJ-N3-Ab-LOC-N4.mp3,,Ab-SBJ-N3-JUMP-INTR-Ab-LOC-N4.mp4,
40,passive,2,2,248,target,Aa SBJ.N4 GO-INTR Aa LOC.N5,GO-INTR Aa LOC.N5 Aa SBJ.N4,kávler gyék pa-timó gyék pif-dabi,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,GO-INTR-Aa-LOC-N5-Aa-SBJ-N4.mp3,,Aa-SBJ-N4-GO-INTR-Aa-LOC-N5.mp4,
41,passive,2,2,249,target,OBJ.N5 SBJ.N2 PUSH-TR Ab LOC.N4,PUSH-TR SBJ.N2 OBJ.N5 Ab LOC.N4,vánta pif-murak fer-timó zsot pa-dabi,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,PUSH-TR-SBJ-N2-OBJ-N5-Ab-LOC-N4.mp3,,OBJ-N5-SBJ-N2-PUSH-TR-Ab-LOC-N4.mp4,
42,passive,2,2,250,target,OBJ.N5 SBJ.N4 REVEAL-TR,REVEAL-TR OBJ.N5 SBJ.N4,girda fer-timó pif-dabi,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,REVEAL-TR-OBJ-N5-SBJ-N4.mp3,,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,
1,comprehension,2,2,251,target,SBJ.N3 REVEAL-INTR LOC.N5,REVEAL-INTR LOC.N5 SBJ.N3,girda pa-timó pif-zilép,SBJ-V.INTR-LOC,SBJ.N3 JUMP-INTR LOC.N5,JUMP-INTR LOC.N5 SBJ.N3,SBJ-V.INTR-LOC,wrong_verb,,,,,,,,,,,,,comprehension,REVEAL-INTR-LOC-N5-SBJ-N3.mp3,,SBJ-N3-REVEAL-INTR-LOC-N5.mp4,SBJ-N3-JUMP-INTR-LOC-N5.mp4
2,comprehension,2,2,252,target,OBJ.N5 SBJ.N4 PUSH-TR LOC.N2,LOC.N2 OBJ.N5 SBJ.N4 PUSH-TR,pa-murak fer-timó pif-dabi vánta,OBJ-SBJ-V.TR-LOC,OBJ.N4 SBJ.N5 REVEAL-TR LOC.N2,SBJ.N5 REVEAL-TR LOC.N2 OBJ.N4,OBJ-SBJ-V.TR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,OBJ-N4-SBJ-N5-REVEAL-TR-LOC-N2.mp4
