trial_index,subtask,session,loop,trial_id_global,category,sentence,sentence_morph,sentence_form,sentence_frame,foil_sentence,foil_sentence_morph,foil_sentence_frame,foil_type,chunk_frequency_type,gj_grammatical,gj_error_type,held_out_probe_type,held_out_probe_instance,held_out_probe_instance_morph,correct_words,correct_words_form,distractor_words,all_words,all_words_form,previous_encounters,trial_type,audio_1,audio_2,video_1,video_2
24,production,3,1,482,target,OBJ.N5 Ab SBJ.N1 REVEAL-TR,Ab SBJ.N1 OBJ.N5 REVEAL-TR,zsot pif-pekli fer-timó girda,OBJ-SBJ-V.TR,,,,,,,,,,,Ab|SBJ.|N1|OBJ.|N5|REVEAL,zsot|pif|pekli|fer|timó|girda,HIDE|N3,Ab|N3|OBJ.|N1|N5|SBJ.|REVEAL|HIDE,zsot|zilép|fer|pekli|timó|pif|girda|zsübe,,production,,,OBJ-N5-Ab-SBJ-N1-REVEAL-TR.mp4,
25,production,3,1,483,target,OBJ.N5 SBJ.N1 HIDE-TR,OBJ.N5 HIDE-TR SBJ.N1,fer-timó zsübe pif-pekli,OBJ-SBJ-V.TR,,,,,,,,,,,OBJ.|N5|HIDE|SBJ.|N1,fer|timó|zsübe|pif|pekli,N2|PUSH,HIDE|OBJ.|N2|N5|N1|SBJ.|PUSH,zsübe|fer|murak|timó|pekli|pif|vánta,,production,,,OBJ-N5-SBJ-N1-HIDE-TR.mp4,
26,production,3,1,484,target,Aa SBJ.N5 HIDE-INTR,HIDE-INTR Aa SBJ.N5,zsübe gyék pif-timó,SBJ-V.INTR,,,,,,,,,,,HIDE|Aa|SBJ.|N5,zsübe|gyék|pif|timó,N3|JUMP,Aa|SBJ.|HIDE|N5|JUMP|N3,gyék|pif|zsübe|timó|bonip|zilép,,production,,,Aa-SBJ-N5-HIDE-INTR.mp4,
27,production,3,1,485,target,OBJ.N5 SBJ.N4 PUSH-TR Ab LOC.N2,Ab LOC.N2 SBJ.N4 PUSH-TR OBJ.N5,zsot pa-murak pif-dabi vánta fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,Ab|LOC.|N2|SBJ.|N4|PUSH|OBJ.|N5,zsot|pa|murak|pif|dabi|vánta|fer|timó,JUMP|Aa,Aa|PUSH|N2|LOC.|N5|N4|SBJ.|OBJ.|JUMP|Ab,gyék|vánta|murak|pa|timó|dabi|pif|fer|bonip|zsot,,production,,,OBJ-N5-SBJ-N4-PUSH-TR-Ab-LOC-N2.mp4,
28,production,3,1,486,target,Ab OBJ.N5 SBJ.N2 REVEAL-TR Ab LOC.N3,Ab LOC.N3 REVEAL-TR SBJ.N2 Ab OBJ.N5,zsot pa-zilép girda pif-murak zsot fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,Ab|LOC.|N3|REVEAL|SBJ.|N2|Ab|OBJ.|N5,zsot|pa|zilép|girda|pif|murak|zsot|fer|timó,PUSH|JUMP,SBJ.|N2|N5|JUMP|PUSH|OBJ.|REVEAL|Ab|LOC.|Ab|N3,pif|murak|timó|bonip|vánta|fer|girda|zsot|pa|zsot|zilép,,production,,,Ab-OBJ-N5-SBJ-N2-REVEAL-TR-Ab-LOC-N3.mp4,
29,production,3,1,487,target,OBJ.N5 SBJ.N3 PUSH-TR,SBJ.N3 OBJ.N5 PUSH-TR,pif-zilép fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N3|OBJ.|N5|PUSH,pif|zilép|fer|timó|vánta,N4|N2,SBJ.|OBJ.|N4|N2|N5|N3|PUSH,pif|fer|dabi|murak|timó|zilép|vánta,,production,,,OBJ-N5-SBJ-N3-PUSH-TR.mp4,
30,production,3,1,488,target,SBJ.N5 HIDE-INTR,HIDE-INTR SBJ.N5,zsübe pif-timó,SBJ-V.INTR,,,,,,,,,,,HIDE|SBJ.|N5,zsübe|pif|timó,JUMP|N4,HIDE|N5|N4|JUMP|SBJ.,zsübe|timó|dabi|bonip|pif,,production,,,SBJ-N5-HIDE-INTR.mp4,
31,production,3,1,489,target,Ab OBJ.N5 SBJ.N3 HIDE-TR,SBJ.N3 Ab OBJ.N5 HIDE-TR,pif-zilép zsot fer-timó zsübe,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N3|Ab|OBJ.|N5|HIDE,pif|zilép|zsot|fer|timó|zsübe,N1|Aa,Ab|HIDE|N3|N5|Aa|OBJ.|SBJ.|N1,zsot|zsübe|zilép|timó|gyék|fer|pif|pekli,,production,,,Ab-OBJ-N5-SBJ-N3-HIDE-TR.mp4,
32,production,3,1,490,target,SBJ.N5 JUMP-INTR,SBJ.N5 JUMP-INTR,pif-timó bonip,SBJ-V.INTR,,,,,,,,,,,SBJ.|N5|JUMP,pif|timó|bonip,PUSH|Aa,N5|PUSH|SBJ.|JUMP|Aa,timó|vánta|pif|bonip|gyék,,production,,,SBJ-N5-JUMP-INTR.mp4,
33,production,3,1,491,target,Ab SBJ.N2 GO-INTR,Ab SBJ.N2 GO-INTR,zsot pif-murak kávler,SBJ-V.INTR,,,,,,,,,,,Ab|SBJ.|N2|GO,zsot|pif|murak|kávler,N1|HIDE,GO|N2|HIDE|SBJ.|Ab|N1,kávler|murak|zsübe|pif|zsot|pekli,,production,,,Ab-SBJ-N2-GO-INTR.mp4,
34,production,3,1,492,target,Ab SBJ.N2 GO-INTR Aa LOC.N3,Ab SBJ.N2 GO-INTR Aa LOC.N3,zsot pif-murak kávler gyék pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,Ab|SBJ.|N2|GO|Aa|LOC.|N3,zsot|pif|murak|kávler|gyék|pa|zilép,OBJ|N1,LOC.|N1|OBJ.|Ab|SBJ.|GO|N2|N3|Aa,pa|pekli|fer|zsot|pif|kávler|murak|zilép|gyék,,production,,,Ab-SBJ-N2-GO-INTR-Aa-LOC-N3.mp4,
35,production,3,1,493,target,Ab SBJ.N4 JUMP-INTR Ab LOC.N1,Ab LOC.N1 JUMP-INTR Ab SBJ.N4,zsot pa-pekli bonip zsot pif-dabi,SBJ-V.INTR-LOC,,,,,,,,,,,Ab|LOC.|N1|JUMP|Ab|SBJ.|N4,zsot|pa|pekli|bonip|zsot|pif|dabi,N5|N3,N1|JUMP|SBJ.|Ab|Ab|N4|LOC.|N3|N5,pekli|bonip|pif|zsot|zsot|dabi|pa|zilép|timó,,production,,,Ab-SBJ-N4-JUMP-INTR-Ab-LOC-N1.mp4,
36,production,3,1,494,target,Aa SBJ.N4 HIDE-INTR LOC.N3,Aa SBJ.N4 HIDE-INTR LOC.N3,gyék pif-dabi zsübe pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,Aa|SBJ.|N4|HIDE|LOC.|N3,gyék|pif|dabi|zsübe|pa|zilép,N5|N1,HIDE|N4|Aa|N1|N5|LOC.|N3|SBJ.,zsübe|dabi|gyék|pekli|timó|pa|zilép|pif,,production,,,Aa-SBJ-N4-HIDE-INTR-LOC-N3.mp4,
37,production,3,1,495,target,Aa SBJ.N5 GO-INTR Ab LOC.N4,Aa SBJ.N5 GO-INTR Ab LOC.N4,gyék pif-timó kávler zsot pa-dabi,SBJ-V.INTR-LOC,,,,,,,,,,,Aa|SBJ.|N5|GO|Ab|LOC.|N4,gyék|pif|timó|kávler|zsot|pa|dabi,OBJ|N1,LOC.|OBJ.|N4|Ab|N5|Aa|SBJ.|GO|N1,pa|fer|dabi|zsot|timó|gyék|pif|kávler|pekli,,production,,,Aa-SBJ-N5-GO-INTR-Ab-LOC-N4.mp4,
38,production,3,1,496,target,Ab SBJ.N5 JUMP-INTR Aa LOC.N3,Ab SBJ.N5 Aa LOC.N3 JUMP-INTR,zsot pif-timó gyék pa-zilép bonip,SBJ-V.INTR-LOC,,,,,,,,,,,Ab|SBJ.|N5|Aa|LOC.|N3|JUMP,zsot|pif|timó|gyék|pa|zilép|bonip,PUSH|REVEAL,N3|Aa|SBJ.|PUSH|Ab|LOC.|REVEAL|N5|JUMP,zilép|gyék|pif|vánta|zsot|pa|girda|timó|bonip,,production,,,Ab-SBJ-N5-JUMP-INTR-Aa-LOC-N3.mp4,
39,production,3,1,497,target,SBJ.N5 HIDE-INTR Aa LOC.N3,SBJ.N5 HIDE-INTR Aa LOC.N3,pif-timó zsübe gyék pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,SBJ.|N5|HIDE|Aa|LOC.|N3,pif|timó|zsübe|gyék|pa|zilép,GO|JUMP,LOC.|SBJ.|Aa|JUMP|N5|HIDE|N3|GO,pa|pif|gyék|bonip|timó|zsübe|zilép|kávler,,production,,,SBJ-N5-HIDE-INTR-Aa-LOC-N3.mp4,
40,production,3,1,498,target,OBJ.N5 SBJ.N2 PUSH-TR LOC.N1,OBJ.N5 SBJ.N2 LOC.N1 PUSH-TR,fer-timó pif-murak pa-pekli vánta,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,OBJ.|N5|SBJ.|N2|LOC.|N1|PUSH,fer|timó|pif|murak|pa|pekli|vánta,GO|HIDE,N2|N1|LOC.|HIDE|SBJ.|PUSH|N5|GO|OBJ.,murak|pekli|pa|zsübe|pif|vánta|timó|kávler|fer,,production,,,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,
41,production,3,1,499,target,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N2,SBJ.N4 HIDE-TR Ab LOC.N2 OBJ.N5,pif-dabi zsübe zsot pa-murak fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,SBJ.|N4|HIDE|Ab|LOC.|N2|OBJ.|N5,pif|dabi|zsübe|zsot|pa|murak|fer|timó,GO|REVEAL,N5|OBJ.|GO|REVEAL|N2|N4|LOC.|Ab|HIDE|SBJ.,timó|fer|kávler|girda|murak|dabi|pa|zsot|zsübe|pif,,production,,,OBJ-N5-SBJ-N4-HIDE-TR-Ab-LOC-N2.mp4,
42,production,3,1,500,target,Ab OBJ.N5 SBJ.N1 HIDE-TR,HIDE-TR SBJ.N1 Ab OBJ.N5,zsübe pif-pekli zsot fer-timó,OBJ-SBJ-V.TR,,,,,,,,,,,HIDE|SBJ.|N1|Ab|OBJ.|N5,zsübe|pif|pekli|zsot|fer|timó,JUMP|N4,N1|N4|JUMP|Ab|OBJ.|HIDE|SBJ.|N5,pekli|dabi|bonip|zsot|fer|zsübe|pif|timó,,production,,,Ab-OBJ-N5-SBJ-N1-HIDE-TR.mp4,
1,chunk,3,1,501,illegal,N2 N2,N2 N2,murak murak,,,,,,illegal,,,,,,,,,,,0,chunk,N2-N2.mp3,,,
2,chunk,3,1,502,seen_low_freq,GO Aa,JUMP Ab,bonip zsot,,,,,,seen_low_freq,,,,,,,,,,,5,chunk,JUMP-Ab.mp3,,,
3,chunk,3,1,503,illegal,Ab Ab,N2 N2,murak murak,,,,,,illegal,,,,,,,,,,,0,chunk,N2-N2.mp3,,,
4,chunk,3,1,504,unseen_legal,N4 N3,Aa GO,gy�k k�vler,,,,,,unseen_legal,,,,,,,,,,,0,chunk,Aa-GO.mp3,,,
5,chunk,3,1,505,seen_high_freq,PUSH Ab,N1 GO,pekli k�vler,,,,,,seen_high_freq,,,,,,,,,,,10,chunk,N1-GO.mp3,,,
6,chunk,3,1,506,illegal,N3 N3,N2 N2,murak murak,,,,,,illegal,,,,,,,,,,,0,chunk,N2-N2.mp3,,,
7,chunk,3,1,507,seen_low_freq,JUMP Ab,N1 PUSH,pekli v�nta,,,,,,seen_low_freq,,,,,,,,,,,2,chunk,N1-PUSH.mp3,,,
8,chunk,3,1,508,seen_low_freq,GO N2,N4 Aa,dabi gy�k,,,,,,seen_low_freq,,,,,,,,,,,3,chunk,N4-Aa.mp3,,,
9,chunk,3,1,509,seen_high_freq,N5 GO,N3 HIDE,zil�p zs�be,,,,,,seen_high_freq,,,,,,,,,,,13,chunk,N3-HIDE.mp3,,,
10,chunk,3,1,510,unseen_legal,N1 Aa,GO GO,k�vler k�vler,,,,,,unseen_legal,,,,,,,,,,,0,chunk,GO-GO.mp3,,,
11,chunk,3,1,511,seen_high_freq,Ab N4,N5 REVEAL,tim� girda,,,,,,seen_high_freq,,,,,,,,,,,38,chunk,N5-REVEAL.mp3,,,
12,chunk,3,1,512,seen_high_freq,N3 PUSH,N4 PUSH,dabi v�nta,,,,,,seen_high_freq,,,,,,,,,,,14,chunk,N4-PUSH.mp3,,,
13,chunk,3,1,513,seen_low_freq,JUMP N3,N4 Aa,dabi gy�k,,,,,,seen_low_freq,,,,,,,,,,,3,chunk,N4-Aa.mp3,,,
14,chunk,3,1,514,unseen_legal,N3 Aa,GO N1,k�vler pekli,,,,,,unseen_legal,,,,,,,,,,,0,chunk,GO-N1.mp3,,,
15,chunk,3,1,515,illegal,Aa PUSH,N3 N3,zil�p zil�p,,,,,,illegal,,,,,,,,,,,0,chunk,N3-N3.mp3,,,
16,chunk,3,1,516,seen_high_freq,PUSH N1,GO Ab,k�vler zsot,,,,,,seen_high_freq,,,,,,,,,,,8,chunk,GO-Ab.mp3,,,
17,chunk,3,1,517,illegal,REVEAL PUSH,N4 N4,dabi dabi,,,,,,illegal,,,,,,,,,,,0,chunk,N4-N4.mp3,,,
18,chunk,3,1,518,seen_low_freq,PUSH N3,GO LOC,k�vler pa,,,,,,seen_low_freq,,,,,,,,,,,3,chunk,GO-LOC.mp3,,,
19,chunk,3,1,519,unseen_legal,PUSH N5,LOC SBJ,pa pif,,,,,,unseen_legal,,,,,,,,,,,0,chunk,LOC-SBJ.mp3,,,
20,chunk,3,1,520,unseen_legal,N1 Ab,N4 N1,dabi pekli,,,,,,unseen_legal,,,,,,,,,,,0,chunk,N4-N1.mp3,,,
1,gj,3,1,521,grammatical,OBJ.N5 SBJ.N2 PUSH-TR,SBJ.N2 OBJ.N5 PUSH-TR,pif-murak fer-timó vánta,OBJ-SBJ-V.TR,,,,,,grammatical,,,,,,,,,,8,gj,SBJ-N2-OBJ-N5-PUSH-TR.mp3,,,
2,gj,3,1,522,grammatical,SBJ.N3 REVEAL-INTR Ab LOC.N2,Ab LOC.N2 SBJ.N3 REVEAL-INTR,zsot pa-murak pif-zilép girda,SBJ-V.INTR-LOC,,,,,,grammatical,,,,,,,,,,2,gj,Ab-LOC-N2-SBJ-N3-REVEAL-INTR.mp3,,,
3,gj,3,1,523,grammatical,SBJ.N2 GO-INTR,GO-INTR SBJ.N2,kávler pif-murak,SBJ-V.INTR,,,,,,grammatical,,,,,,,,,,5,gj,GO-INTR-SBJ-N2.mp3,,,
4,gj,3,1,524,grammatical,OBJ.N5 SBJ.N4 HIDE-TR LOC.N2,OBJ.N5 HIDE-TR LOC.N2 SBJ.N4,fer-timó zsübe pa-murak pif-dabi,OBJ-SBJ-V.TR-LOC,,,,,,grammatical,,,,,,,,,,3,gj,OBJ-N5-HIDE-TR-LOC-N2-SBJ-N4.mp3,,,
5,gj,3,1,525,grammatical,SBJ.N1 HIDE-INTR Ab LOC.N4,Ab LOC.N4 SBJ.N1 HIDE-INTR,zsot pa-dabi pif-pekli zsübe,SBJ-V.INTR-LOC,,,,,,grammatical,,,,,,,,,,1,gj,Ab-LOC-N4-SBJ-N1-HIDE-INTR.mp3,,,
6,gj,3,1,526,grammatical,Ab SBJ.N1 JUMP-INTR LOC.N5,JUMP-INTR Ab SBJ.N1 LOC.N5,bonip zsot pif-pekli pa-timó,SBJ-V.INTR-LOC,,,,,,grammatical,,arg-unique-LOC,Ab SBJ.N1 JUMP-INTR LOC.N5,JUMP-INTR Ab SBJ.N1 LOC.N5,,,,,,0,gj,JUMP-INTR-Ab-SBJ-N1-LOC-N5.mp3,,,
7,gj,3,1,527,grammatical,Ab OBJ.N5 Ab SBJ.N2 PUSH-TR Aa LOC.N2,Ab SBJ.N2 PUSH-TR Ab OBJ.N5 Aa LOC.N2,zsot pif-murak vánta zsot fer-timó gyék pa-murak,OBJ-SBJ-V.TR-LOC,,,,,,grammatical,,arg-unique-LOC,Ab OBJ.N5 Ab SBJ.N2 PUSH-TR Aa LOC.N2,Ab SBJ.N2 PUSH-TR Ab OBJ.N5 Aa LOC.N2,,,,,,0,gj,Ab-SBJ-N2-PUSH-TR-Ab-OBJ-N5-Aa-LOC-N2.mp3,,,
8,gj,3,1,528,grammatical,Ab OBJ.N5 Aa SBJ.N5 PUSH-TR,Aa SBJ.N5 Ab OBJ.N5 PUSH-TR,gyék pif-timó zsot fer-timó vánta,OBJ-SBJ-V.TR,,,,,,grammatical,,arg-unique-SUBJ,Ab OBJ.N5 Aa SBJ.N5 PUSH-TR,Aa SBJ.N5 Ab OBJ.N5 PUSH-TR,,,,,,0,gj,Aa-SBJ-N5-Ab-OBJ-N5-PUSH-TR.mp3,,,
9,gj,3,1,529,grammatical,Ab OBJ.N2 SBJ.N4 HIDE-TR LOC.N3,LOC.N3 Ab OBJ.N2 HIDE-TR SBJ.N4,pa-zilép zsot fer-murak zsübe pif-dabi,OBJ-SBJ-V.TR-LOC,,,,,,grammatical,,verb-noun-comb-hide-V.TR-2-OBJ,OBJ|2|hide-V.TR,,,,,,,0,gj,LOC-N3-Ab-OBJ-N2-HIDE-TR-SBJ-N4.mp3,,,
10,gj,3,1,530,grammatical,Aa SBJ.N2 JUMP-INTR,Aa SBJ.N2 JUMP-INTR,gyék pif-murak bonip,SBJ-V.INTR,,,,,,grammatical,,V-frame-jump-V.INTR,Aa SBJ.N2 JUMP-INTR,Aa SBJ.N2 JUMP-INTR,,,,,,0,gj,Aa-SBJ-N2-JUMP-INTR.mp3,,,
11,gj,3,1,531,ungrammatical,SBJ.N2 PUSH-TR,SBJ.N2 PUSH-TR,pif-murak vánta,OBJ-SBJ-V.TR,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,SBJ-N2-PUSH-TR.mp3,,,
12,gj,3,1,532,ungrammatical,REVEAL-INTR Ab LOC.N2,Ab LOC.N2 REVEAL-INTR,zsot pa-murak girda,SBJ-V.INTR-LOC,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,Ab-LOC-N2-REVEAL-INTR.mp3,,,
13,gj,3,1,533,ungrammatical,OBJ.N1 SBJ.N2 GO-INTR,OBJ.N1 GO-INTR SBJ.N2,fer-pekli kávler pif-murak,SBJ-V.INTR,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,OBJ-N1-GO-INTR-SBJ-N2.mp3,,,
14,gj,3,1,534,ungrammatical,OBJ.N5 SBJ.N4 HIDE-TR LOC.N2 LOC.N1,OBJ.N5 HIDE-TR LOC.N2 SBJ.N4 LOC.N1,fer-timó zsübe pa-murak pif-dabi pa-pekli,OBJ-SBJ-V.TR-LOC,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,OBJ-N5-HIDE-TR-LOC-N2-SBJ-N4-LOC-N1.mp3,,,
15,gj,3,1,535,ungrammatical,SBJ.N1 HIDE-INTR Ab LOC.N4 LOC.N2,Ab LOC.N4 SBJ.N1 HIDE-INTR LOC.N2,zsot pa-dabi pif-pekli zsübe pa-murak,SBJ-V.INTR-LOC,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,Ab-LOC-N4-SBJ-N1-HIDE-INTR-LOC-N2.mp3,,,
16,gj,3,1,536,ungrammatical,SBJ.N1 Ab JUMP-INTR LOC.N5 LOC.N2,SBJ.N1 JUMP-INTR LOC.N5 Ab LOC.N2,pif-pekli bonip pa-timó zsot pa-murak,SBJ-V.INTR-LOC,,,,,,ungrammatical,verb_frame_and_NP_structure,arg-unique-LOC,Ab SBJ.N1 JUMP-INTR LOC.N5,JUMP-INTR Ab SBJ.N1 LOC.N5,,,,,,,gj,SBJ-N1-JUMP-INTR-LOC-N5-Ab-LOC-N2.mp3,,,
17,gj,3,1,537,ungrammatical,OBJ.N5 Ab SBJ.N2 PUSH-TR Ab Aa LOC.N2 LOC.N1,SBJ.N2 PUSH-TR Ab Ab OBJ.N5 Aa LOC.N2 LOC.N1,pif-murak vánta zsot zsot fer-timó gyék pa-murak pa-pekli,OBJ-SBJ-V.TR-LOC,,,,,,ungrammatical,verb_frame_and_NP_structure,arg-unique-LOC,Ab OBJ.N5 Ab SBJ.N2 PUSH-TR Aa LOC.N2,Ab SBJ.N2 PUSH-TR Ab OBJ.N5 Aa LOC.N2,,,,,,,gj,SBJ-N2-PUSH-TR-Ab-Ab-OBJ-N5-Aa-LOC-N2-LOC-N1.mp3,,,
18,gj,3,1,538,ungrammatical,SBJ.N5 Aa PUSH-TR,SBJ.N5 Aa PUSH-TR,pif-timó gyék vánta,OBJ-SBJ-V.TR,,,,,,ungrammatical,verb_frame_and_NP_structure,arg-unique-SUBJ,Ab OBJ.N5 Aa SBJ.N5 PUSH-TR,Aa SBJ.N5 Ab OBJ.N5 PUSH-TR,,,,,,,gj,SBJ-N5-Aa-PUSH-TR.mp3,,,
19,gj,3,1,539,ungrammatical,OBJ.N2 Ab SBJ.N4 HIDE-TR LOC.N3 LOC.N1,LOC.N3 LOC.N1 HIDE-TR OBJ.N2 SBJ.N4 Ab,pa-zilép pa-pekli zsübe fer-murak pif-dabi zsot,OBJ-SBJ-V.TR-LOC,,,,,,ungrammatical,verb_frame_and_NP_structure,verb-noun-comb-hide-V.TR-2-OBJ,OBJ|2|hide-V.TR,,,,,,,,gj,LOC-N3-LOC-N1-HIDE-TR-OBJ-N2-SBJ-N4-Ab.mp3,,,
20,gj,3,1,540,ungrammatical,OBJ.N1 SBJ.N2 Aa JUMP-INTR,OBJ.N1 SBJ.N2 Aa JUMP-INTR,fer-pekli pif-murak gyék bonip,SBJ-V.INTR,,,,,,ungrammatical,verb_frame_and_NP_structure,V-frame-jump-V.INTR,Aa SBJ.N2 JUMP-INTR,Aa SBJ.N2 JUMP-INTR,,,,,,,gj,OBJ-N1-SBJ-N2-Aa-JUMP-INTR.mp3,,,
1,passive,3,2,541,target,Ab OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N2,SBJ.N3 Ab LOC.N2 Ab OBJ.N5 HIDE-TR,pif-zilép zsot pa-murak zsot fer-timó zsübe,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,SBJ-N3-Ab-LOC-N2-Ab-OBJ-N5-HIDE-TR.mp3,,Ab-OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N2.mp4,
2,passive,3,2,542,target,Ab SBJ.N2 REVEAL-INTR LOC.N3,REVEAL-INTR Ab SBJ.N2 LOC.N3,girda zsot pif-murak pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,REVEAL-INTR-Ab-SBJ-N2-LOC-N3.mp3,,Ab-SBJ-N2-REVEAL-INTR-LOC-N3.mp4,
3,passive,3,2,543,target,Ab OBJ.N5 SBJ.N4 PUSH-TR Ab LOC.N3,Ab LOC.N3 PUSH-TR SBJ.N4 Ab OBJ.N5,zsot pa-zilép vánta pif-dabi zsot fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,Ab-LOC-N3-PUSH-TR-SBJ-N4-Ab-OBJ-N5.mp3,,Ab-OBJ-N5-SBJ-N4-PUSH-TR-Ab-LOC-N3.mp4,
4,passive,3,2,544,target,Ab SBJ.N1 GO-INTR,GO-INTR Ab SBJ.N1,kávler zsot pif-pekli,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,GO-INTR-Ab-SBJ-N1.mp3,,Ab-SBJ-N1-GO-INTR.mp4,
5,passive,3,2,545,target,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR,Ab OBJ.N5 REVEAL-TR Ab SBJ.N2,zsot fer-timó girda zsot pif-murak,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,Ab-OBJ-N5-REVEAL-TR-Ab-SBJ-N2.mp3,,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp4,
6,passive,3,2,546,target,SBJ.N2 REVEAL-INTR LOC.N4,LOC.N4 REVEAL-INTR SBJ.N2,pa-dabi girda pif-murak,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,LOC-N4-REVEAL-INTR-SBJ-N2.mp3,,SBJ-N2-REVEAL-INTR-LOC-N4.mp4,
7,passive,3,2,547,target,SBJ.N4 REVEAL-INTR LOC.N5,REVEAL-INTR SBJ.N4 LOC.N5,girda pif-dabi pa-timó,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,REVEAL-INTR-SBJ-N4-LOC-N5.mp3,,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,
8,passive,3,2,548,target,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR,Ab SBJ.N4 PUSH-TR Ab OBJ.N5,zsot pif-dabi vánta zsot fer-timó,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,Ab-SBJ-N4-PUSH-TR-Ab-OBJ-N5.mp3,,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp4,
9,passive,3,2,549,target,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR Ab LOC.N4,REVEAL-TR Ab OBJ.N5 Ab SBJ.N2 Ab LOC.N4,girda zsot fer-timó zsot pif-murak zsot pa-dabi,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,REVEAL-TR-Ab-OBJ-N5-Ab-SBJ-N2-Ab-LOC-N4.mp3,,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR-Ab-LOC-N4.mp4,
10,passive,3,2,550,target,Aa SBJ.N5 JUMP-INTR,JUMP-INTR Aa SBJ.N5,bonip gyék pif-timó,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,JUMP-INTR-Aa-SBJ-N5.mp3,,Aa-SBJ-N5-JUMP-INTR.mp4,
11,passive,3,2,551,target,Ab OBJ.N5 SBJ.N3 HIDE-TR LOC.N2,SBJ.N3 LOC.N2 HIDE-TR Ab OBJ.N5,pif-zilép pa-murak zsübe zsot fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,,,,,,,passive,SBJ-N3-LOC-N2-HIDE-TR-Ab-OBJ-N5.mp3,,Ab-OBJ-N5-SBJ-N3-HIDE-TR-LOC-N2.mp4,
12,passive,3,2,552,target,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR,Ab OBJ.N5 REVEAL-TR Ab SBJ.N2,zsot fer-timó girda zsot pif-murak,OBJ-SBJ-V.TR,,,,,,,,,,,,,,,,,passive,Ab-OBJ-N5-REVEAL-TR-Ab-SBJ-N2.mp3,,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp4,
13,passive,3,2,553,target,Aa SBJ.N5 HIDE-INTR,HIDE-INTR Aa SBJ.N5,zsübe gyék pif-timó,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,HIDE-INTR-Aa-SBJ-N5.mp3,,Aa-SBJ-N5-HIDE-INTR.mp4,
14,passive,3,2,554,target,SBJ.N5 REVEAL-INTR Ab LOC.N3,REVEAL-INTR Ab LOC.N3 SBJ.N5,girda zsot pa-zilép pif-timó,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,REVEAL-INTR-Ab-LOC-N3-SBJ-N5.mp3,,SBJ-N5-REVEAL-INTR-Ab-LOC-N3.mp4,
15,passive,3,2,555,target,SBJ.N5 REVEAL-INTR LOC.N2,LOC.N2 SBJ.N5 REVEAL-INTR,pa-murak pif-timó girda,SBJ-V.INTR-LOC,,,,,,,,,,,,,,,,,passive,LOC-N2-SBJ-N5-REVEAL-INTR.mp3,,SBJ-N5-REVEAL-INTR-LOC-N2.mp4,
16,passive,3,2,556,target,Aa SBJ.N5 JUMP-INTR,JUMP-INTR Aa SBJ.N5,bonip gyék pif-timó,SBJ-V.INTR,,,,,,,,,,,,,,,,,passive,JUMP-INTR-Aa-SBJ-N5.mp3,,Aa-SBJ-N5-JUMP-INTR.mp4,
